timestamp_utc,plant_id,source_tag,temperature_c,pressure_kpa,airflow_m3_h,co2_in_ppm,co2_out_ppm,fan_power_kw,capture_rate_kg_h
2026-09-01T16:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.56,100.43,4755.52,420.87,264.83,36.48,1.455
2026-09-01T16:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.38,101.01,5203.67,425.01,232.34,36.84,1.965
2026-09-01T16:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.86,102.17,4542.3,413.45,222.39,37.17,1.701
2026-09-01T16:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.38,101.48,5209.5,423.02,261.63,32.13,1.648
2026-09-01T16:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.12,102.02,5118.13,432.97,232.95,32.53,2.007
2026-09-01T16:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.72,100.68,5088.87,425.58,251.27,33.86,1.739
2026-09-01T16:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.2,100.9,4668.13,425.25,263.06,35.06,1.484
2026-09-01T16:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.03,100.94,5227.38,432.65,237.31,33.42,2.001
2026-09-01T16:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.23,100.57,5102.4,431.25,243.42,33.06,1.878
2026-09-01T17:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.36,101.29,5254.45,431.24,252.32,37.54,1.843
2026-09-01T17:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.32,101.62,5124.52,433.74,246.05,32.91,1.885
2026-09-01T17:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.84,101.16,4802.82,419.59,261.99,35.04,1.484
2026-09-01T17:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.05,101.18,4556.89,432.96,269.44,37.19,1.46
2026-09-01T17:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.78,101.58,5007.07,424.11,243.68,36.75,1.771
2026-09-01T17:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.98,101.18,5309.82,428.64,256.26,34.85,1.794
2026-09-01T17:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.25,100.25,4603.5,434.58,258.86,36.29,1.585
2026-09-01T17:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.02,100.51,4747.74,423.51,248.2,35.14,1.631
2026-09-01T17:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.29,100.99,4782.89,422.81,252.06,35.59,1.601
2026-09-01T17:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.45,101.65,4565.91,415.27,233.45,33.7,1.627
2026-09-01T17:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.12,101.68,5406.34,433.96,258.93,35.5,1.855
2026-09-01T17:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.21,100.94,5467.7,429.76,253.91,35.57,1.885
2026-09-01T18:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.19,100.84,4876.68,432.0,237.03,36.02,1.864
2026-09-01T18:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.64,101.87,5185.41,425.63,240.65,34.54,1.88
2026-09-01T18:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.31,100.97,4680.26,418.14,223.8,34.92,1.783
2026-09-01T18:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.63,100.43,4577.17,433.27,268.58,36.63,1.477
2026-09-01T18:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.68,102.22,4537.75,421.08,900.0,32.79,1.673
2026-09-01T18:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.38,100.49,5331.35,431.51,236.94,32.99,2.033
2026-09-01T18:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.69,101.09,5176.36,418.7,245.18,33.71,1.76
2026-09-01T18:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.24,101.18,5034.01,420.43,230.87,34.81,1.87
2026-09-01T18:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.68,100.98,5447.13,436.63,254.92,33.69,1.94
2026-09-01T18:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.41,101.37,5466.27,432.61,237.88,32.83,2.086
2026-09-01T18:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.75,101.64,5374.12,426.31,264.2,37.08,1.708
2026-09-01T18:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.76,100.78,5263.12,419.55,226.33,32.88,1.993
2026-09-01T19:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.69,102.37,4722.04,423.83,252.19,32.16,1.588
2026-09-01T19:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.77,101.3,4735.78,436.87,258.85,32.17,1.652
2026-09-01T19:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.15,102.11,5149.96,431.99,266.21,33.72,1.673
2026-09-01T19:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.65,101.77,4638.79,429.93,251.57,32.03,1.622
2026-09-01T19:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.9,100.71,5334.96,426.17,237.5,35.17,1.973
2026-09-01T19:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.06,100.79,4801.15,414.15,243.53,36.76,1.606
2026-09-01T19:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.79,100.37,5405.15,427.32,268.51,35.09,1.682
2026-09-01T19:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.71,100.44,4929.24,427.76,259.2,34.5,1.629
2026-09-01T19:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.82,100.31,5474.65,414.62,239.4,35.04,1.88
2026-09-01T19:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.44,101.43,4890.45,424.28,240.33,37.89,1.763
2026-09-01T19:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.77,100.14,5288.52,421.28,234.53,35.77,1.936
2026-09-01T19:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.36,101.86,4832.52,414.06,238.25,36.88,1.665
2026-09-01T20:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.38,101.97,4964.62,429.69,243.56,36.87,1.811
2026-09-01T20:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.82,101.96,4957.68,420.04,262.79,33.2,1.528
2026-09-01T20:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.71,102.34,5015.38,436.74,251.43,33.52,1.822
2026-09-01T20:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.27,100.56,4856.97,431.74,234.62,33.99,1.877
2026-09-01T20:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.12,100.98,5389.49,430.84,232.88,34.32,2.091
2026-09-01T20:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.37,101.29,4997.52,435.18,251.57,36.81,1.799
2026-09-01T20:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.14,100.29,5102.45,432.74,249.02,33.93,1.837
2026-09-01T20:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.9,101.69,4806.5,427.46,251.09,36.14,1.662
2026-09-01T20:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.26,100.2,5370.04,421.46,223.45,33.65,2.084
2026-09-01T20:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.4,102.37,4575.04,428.3,254.27,36.81,1.561
2026-09-01T20:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.9,102.39,4642.78,427.58,235.97,32.21,1.744
2026-09-01T20:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.84,101.97,4866.33,422.19,242.03,35.63,1.718
2026-09-01T21:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.9,102.38,4872.01,431.31,246.97,35.18,1.76
2026-09-01T21:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.49,101.66,4749.61,415.72,231.32,34.99,1.717
2026-09-01T21:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.43,101.45,4761.78,419.25,245.42,37.98,1.622
2026-09-01T21:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.93,102.3,4991.2,415.94,226.57,34.71,1.853
2026-09-01T21:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.99,101.17,4587.79,429.37,234.2,33.92,1.755
2026-09-01T21:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.24,100.26,5042.17,434.39,236.68,36.27,1.954
2026-09-01T21:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.14,101.63,5293.7,425.21,262.72,33.21,1.686
2026-09-01T21:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.19,102.0,4526.28,426.3,252.84,36.82,1.539
2026-09-01T21:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.26,101.57,4586.22,420.42,222.84,36.31,1.776
2026-09-01T21:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.13,101.95,5323.34,414.77,220.97,35.85,2.022
2026-09-01T21:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.75,101.73,4844.51,434.07,239.6,35.84,1.847
2026-09-01T21:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.41,102.42,4932.62,434.86,271.55,32.74,1.579
2026-09-01T22:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.27,100.5,4822.66,430.02,256.04,37.65,1.645
2026-09-01T22:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.97,102.13,4750.61,428.24,246.2,32.75,1.695
2026-09-01T22:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.01,101.38,5002.57,417.05,223.47,32.93,1.898
2026-09-01T22:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.79,101.83,5105.14,433.22,248.51,36.95,1.848
2026-09-01T22:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.64,100.21,5141.45,426.84,241.12,36.6,1.872
2026-09-01T22:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.58,101.63,4998.04,428.05,257.27,37.74,1.673
2026-09-01T22:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.91,102.03,5184.99,420.14,261.62,32.36,1.611
2026-09-01T22:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.7,101.26,4704.02,427.56,256.0,36.31,1.582
2026-09-01T22:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.17,102.17,5475.37,416.14,246.75,35.37,1.818
2026-09-01T22:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.1,101.22,4767.47,418.95,259.88,33.74,1.486
2026-09-01T22:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.42,101.58,4748.27,433.77,266.35,33.96,1.558
2026-09-01T22:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.39,100.85,5263.12,424.96,245.85,34.99,1.848
2026-09-01T23:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.04,100.16,5445.23,425.13,226.74,33.29,2.117
2026-09-01T23:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.26,100.22,4994.89,434.18,245.12,34.82,1.851
2026-09-01T23:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.18,102.13,4930.93,434.18,241.95,36.58,1.858
2026-09-01T23:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.33,101.06,5070.28,417.67,240.03,32.44,1.765
2026-09-01T23:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.02,101.93,4779.72,436.74,245.43,32.71,1.792
2026-09-01T23:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.38,101.05,5294.9,421.14,225.77,36.53,2.027
2026-09-01T23:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.5,101.32,5000.08,414.09,255.2,34.0,1.557
2026-09-01T23:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.87,101.2,5106.26,425.37,254.03,35.68,1.715
2026-09-01T23:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.31,102.48,5239.32,420.18,250.58,36.97,1.742
2026-09-01T23:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.16,101.8,4799.79,432.58,256.59,36.04,1.656
2026-09-01T23:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.4,101.5,5296.75,430.41,241.54,32.16,1.961
2026-09-01T23:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.87,102.42,5282.9,431.63,246.99,36.33,1.912
2026-09-02T00:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.42,100.51,5129.03,427.87,233.57,32.89,1.953
2026-09-02T00:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.9,100.18,5448.21,415.64,261.06,33.88,1.651
2026-09-02T00:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.26,101.76,4910.38,431.6,232.18,37.24,1.919
2026-09-02T00:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.18,100.25,4638.08,417.98,249.74,35.97,1.529
2026-09-02T00:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.13,100.85,4673.18,434.89,259.09,34.13,1.61
2026-09-02T00:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.36,101.83,5143.31,429.64,244.46,33.15,1.867
2026-09-02T00:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.73,101.44,4724.87,436.35,261.91,33.73,1.615
2026-09-02T00:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.54,101.79,4817.04,421.37,226.12,36.77,1.843
2026-09-02T00:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.87,100.39,5176.62,422.11,224.56,36.91,2.004
2026-09-02T00:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.27,102.03,4790.45,419.9,234.55,34.08,1.74
2026-09-02T00:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.71,100.72,4979.08,417.85,240.74,37.6,1.728
2026-09-02T00:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.98,100.43,5115.68,427.08,258.71,36.02,1.688
2026-09-02T01:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.16,101.63,4552.49,422.92,236.1,32.6,1.667
2026-09-02T01:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.35,100.11,5050.35,435.3,256.53,37.61,1.77
2026-09-02T01:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.89,101.25,4699.46,436.13,260.76,35.88,1.615
2026-09-02T01:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.04,100.31,5074.13,425.84,237.49,37.62,1.873
2026-09-02T01:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.07,100.52,5382.24,417.22,224.48,37.98,2.033
2026-09-02T01:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.48,101.29,5436.61,436.09,234.35,37.26,2.15
2026-09-02T01:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.55,101.46,4607.3,436.59,262.63,37.93,1.571
2026-09-02T01:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.22,101.29,5438.56,433.43,252.77,33.16,1.926
2026-09-02T01:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.06,100.49,4958.91,419.17,256.27,36.42,1.583
2026-09-02T01:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.45,101.46,5257.28,417.21,227.12,37.38,1.959
2026-09-02T01:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.63,101.34,4586.74,429.06,262.38,32.84,1.498
2026-09-02T01:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.12,100.7,4760.79,418.65,232.19,37.72,1.74
2026-09-02T02:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.01,101.83,4511.44,428.69,240.38,32.37,1.665
2026-09-02T02:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.09,100.84,4905.42,425.06,229.74,36.22,1.878
2026-09-02T02:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.05,100.38,5416.13,420.08,238.83,33.31,1.924
2026-09-02T02:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.17,100.47,5247.73,427.54,251.57,35.3,1.81
2026-09-02T02:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.85,101.39,5164.09,418.24,253.14,36.53,1.671
2026-09-02T02:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.87,100.3,4946.75,429.89,267.47,35.39,1.575
2026-09-02T02:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.81,101.41,5005.49,426.74,262.45,33.97,1.612
2026-09-02T02:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.1,100.38,4705.4,427.0,265.12,35.06,1.493
2026-09-02T02:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.54,101.19,5013.25,423.96,264.65,34.77,1.565
2026-09-02T02:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.53,101.84,4895.95,432.59,240.27,35.47,1.846
2026-09-02T02:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.73,100.93,4563.76,436.86,234.39,32.41,1.811
2026-09-02T02:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.17,100.18,4908.87,431.46,238.77,37.87,1.854
2026-09-02T03:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.73,101.11,5492.86,422.18,229.26,37.44,2.077
2026-09-02T03:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.38,101.74,5161.79,425.94,240.51,34.09,1.876
2026-09-02T03:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.39,101.39,5028.84,430.47,261.61,32.02,1.664
2026-09-02T03:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.61,100.82,5173.5,426.07,245.76,36.94,1.828
2026-09-02T03:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.74,100.93,4775.65,435.5,242.79,32.68,1.804
2026-09-02T03:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.55,101.11,5266.05,434.21,272.87,33.24,1.665
2026-09-02T03:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.0,100.18,5097.78,429.88,268.73,500.0,1.61
2026-09-02T03:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.51,100.66,4717.27,433.73,270.8,35.02,1.506
2026-09-02T03:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.95,102.06,5231.52,420.65,239.86,36.04,1.854
2026-09-02T03:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.1,100.82,4643.26,428.85,260.69,33.8,1.53
2026-09-02T03:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.8,102.38,5379.71,434.88,246.75,34.56,1.984
2026-09-02T03:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.98,102.43,5441.59,429.11,236.62,33.91,2.053
2026-09-02T04:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.58,100.46,4876.46,431.11,251.18,37.1,1.72
2026-09-02T04:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.0,101.8,5305.78,434.95,249.56,37.81,1.928
2026-09-02T04:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.29,100.42,4742.86,417.88,236.24,37.53,1.689
2026-09-02T04:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.74,100.32,5224.58,417.57,251.86,36.04,1.697
2026-09-02T04:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.51,102.2,4688.16,431.28,240.47,35.35,1.753
2026-09-02T04:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.9,102.19,4832.96,435.97,273.99,37.62,1.534
2026-09-02T04:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.31,100.38,5499.57,424.49,257.13,35.63,1.804
2026-09-02T04:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.52,102.3,5052.08,431.61,255.49,35.2,1.744
2026-09-02T04:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.3,100.73,5012.82,424.93,263.52,37.89,1.586
2026-09-02T04:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.85,102.12,5414.33,421.9,248.33,35.38,1.842
2026-09-02T04:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.61,100.45,4760.77,435.43,249.11,34.51,1.739
2026-09-02T04:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.26,100.89,4879.84,433.0,251.17,35.93,1.739
2026-09-02T05:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.92,100.72,5321.59,436.2,246.81,34.94,1.975
2026-09-02T05:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.34,102.01,4669.27,430.29,250.07,37.5,1.649
2026-09-02T05:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.21,101.64,4558.73,413.81,225.66,37.67,1.681
2026-09-02T05:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.84,101.93,4912.39,433.22,262.9,36.24,1.64
2026-09-02T05:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.55,101.31,4873.2,427.83,241.01,35.7,1.784
2026-09-02T05:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.92,101.27,4506.61,426.24,268.03,35.18,1.397
2026-09-02T05:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.87,102.45,4517.14,432.52,243.33,36.84,1.675
2026-09-02T05:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.05,100.36,4596.31,416.57,254.45,35.16,1.461
2026-09-02T05:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.58,100.74,4896.9,421.95,248.7,35.39,1.663
2026-09-02T05:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.45,100.64,5184.04,433.35,244.68,37.15,1.917
2026-09-02T05:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.3,100.32,4879.26,426.26,266.15,32.06,1.531
2026-09-02T05:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.36,101.3,4933.91,431.83,247.61,37.15,1.781
2026-09-02T06:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.98,101.37,4542.55,418.07,227.09,37.33,1.7
2026-09-02T06:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.88,100.21,4574.35,435.21,235.05,35.38,1.795
2026-09-02T06:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.66,102.33,4814.48,436.08,249.13,36.51,1.764
2026-09-02T06:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.06,101.06,4576.94,416.9,252.62,37.01,1.474
2026-09-02T06:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.45,102.25,4831.73,431.13,265.58,37.93,1.568
2026-09-02T06:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.12,101.3,5474.32,414.29,242.89,37.03,1.839
2026-09-02T06:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.2,101.95,5454.86,422.52,233.5,32.18,2.021
2026-09-02T06:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.87,102.48,4990.6,421.54,225.9,34.59,1.914
2026-09-02T06:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.9,101.69,4585.69,427.85,235.4,36.28,1.73
2026-09-02T06:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.91,100.47,5211.68,428.21,238.1,33.9,1.942
2026-09-02T06:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.03,100.11,4808.27,421.64,254.26,32.8,1.577
2026-09-02T06:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.44,101.18,5054.74,422.79,265.25,34.12,1.561
2026-09-02T07:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.97,101.54,4824.43,422.25,253.69,34.33,1.594
2026-09-02T07:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.92,102.26,5405.21,436.48,250.02,33.02,1.975
2026-09-02T07:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.4,100.43,4801.13,424.83,264.96,34.61,1.504
2026-09-02T07:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.61,101.26,4576.92,419.04,253.66,35.75,1.484
2026-09-02T07:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.47,100.57,4606.97,420.31,224.92,33.99,1.764
2026-09-02T07:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.6,102.03,4829.54,421.03,230.92,37.16,1.8
2026-09-02T07:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.37,100.43,4820.67,435.73,265.76,33.89,1.606
2026-09-02T07:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.32,102.42,4791.45,429.68,249.6,35.46,1.691
2026-09-02T07:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.71,101.0,5316.49,422.43,261.32,35.38,1.679
2026-09-02T07:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.46,101.41,5181.71,426.2,227.89,34.77,2.014
2026-09-02T07:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.04,101.15,4791.33,429.63,235.48,36.77,1.823
2026-09-02T07:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.55,101.3,5133.34,418.81,236.26,36.29,1.837
2026-09-02T08:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.45,100.28,5490.7,424.5,250.42,35.04,1.873
2026-09-02T08:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.1,101.76,5043.65,431.98,256.61,37.37,1.734
2026-09-02T08:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.18,101.63,4584.98,431.45,243.44,34.13,1.69
2026-09-02T08:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.73,100.21,5483.61,429.26,253.28,36.52,1.891
2026-09-02T08:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.33,101.13,4510.55,419.21,242.69,35.11,1.561
2026-09-02T08:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.4,101.48,4945.78,422.39,233.48,35.53,1.831
2026-09-02T08:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.0,100.93,4524.56,415.51,244.49,37.77,1.517
